filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,delta1_mfcc1,delta1_mfcc2,delta1_mfcc3,delta1_mfcc4,delta1_mfcc5,delta1_mfcc6,delta1_mfcc7,delta1_mfcc8,delta1_mfcc9,delta1_mfcc10,delta1_mfcc11,delta1_mfcc12,delta1_mfcc13,delta2_mfcc1,delta2_mfcc2,delta2_mfcc3,delta2_mfcc4,delta2_mfcc5,delta2_mfcc6,delta2_mfcc7,delta2_mfcc8,delta2_mfcc9,delta2_mfcc10,delta2_mfcc11,delta2_mfcc12,delta2_mfcc13,label
/home/abhijeet/Desktop/extracted/20210630/iOx0zPyPiMZjCWXuf3RGu8HKq8k1/cough-heavy,0.5712080597877502,0.017259906977415,1816.1350021833457,1825.0649737319468,3654.3568359375,0.32915625,473.01220703125,71.97130584716797,9.502202033996582,3.2331254482269287,8.930732727050781,2.6666431427001958,9.257341384887695,0.497876763343811,4.625862121582031,-1.940845012664795,1.1247018575668335,-2.434800386428833,-0.6069045662879944,0.4193468987941742,0.093447707593441,-0.0387783646583557,-0.0236421041190624,-0.0652817860245704,0.023856546729803,-0.0064776688814163,0.008864845149219,-0.0141261955723166,-0.0114698009565472,-0.0249464455991983,-0.0608062222599983,-0.0382145494222641,-0.1178138703107833,0.0973810106515884,-0.0062115783803164,0.0479319021105766,0.0089222053065896,0.0433512553572654,-0.0044706459157168,0.0118669299408793,-0.0117526380345225,0.0183174163103103,-0.0139649892225861,0.0148764243349432,-9.369516192236917e-05,TB
/home/abhijeet/Desktop/extracted/20210630/gFmySpqfQ7YrYqMrmrMPO7AzmBm1/cough-heavy,0.4854905903339386,0.0553331635892391,1803.2272749300528,1514.0078234274306,3375.0870988175675,0.1797534839527027,505.989501953125,60.50522232055664,-7.180004596710205,2.6898770332336426,2.475260972976685,1.332379698753357,0.2248524278402328,-4.459446907043457,4.033040523529053,7.760158538818359,6.067046642303467,1.21090829372406,4.057861804962158,-0.4424123764038086,-0.2672654092311859,0.1606000810861587,-0.4274503886699676,0.1387663632631302,-0.3235365748405456,0.0825831294059753,-0.2359655946493148,0.0683358833193779,-0.0474819205701351,0.0279361866414546,-0.0550492703914642,0.0986818820238113,-0.3575339615345001,0.0433163344860076,0.0703597888350486,0.164967879652977,-0.0193099211901426,0.0137269366532564,-0.0783267840743064,-0.039336372166872,0.0181615743786096,0.0688766464591026,-0.0780690908432006,0.0295413993299007,0.0496575869619846,TB
/home/abhijeet/Desktop/extracted/20210630/padXEGczMRRKmLRVc68rEKI142B3/cough-heavy,0.575894296169281,0.0310516264289617,2309.826270648992,1891.9748829066416,4314.941976672021,0.2601375401577103,452.1942443847656,58.015323638916016,6.0837721824646,12.426764488220217,12.528563499450684,0.6700875163078308,8.876141548156738,-1.2695786952972412,1.4222406148910522,-0.0015311586903408,2.9031777381896973,-0.8234687447547913,3.0487349033355717,0.2669776380062103,-0.206922709941864,-0.2219290733337402,0.0160415414720773,0.0217442605644464,-0.1012604162096977,-0.0386885069310665,-0.0391115769743919,0.0569903552532196,-0.0560474917292594,0.0189586170017719,-0.0213641766458749,-0.031442567706108,-0.0325717329978942,-0.118967093527317,0.05767722427845,0.0346723571419715,0.078167013823986,0.0402378626167774,0.0125275747850537,0.0963430851697921,-0.0004744822217617,-0.0130652263760566,-0.0141996638849377,0.0169730857014656,0.0146148698404431,TB
/home/abhijeet/Desktop/extracted/20210630/ymX9t6DWDHZTs28MODDSxDaOj4n2/cough-heavy,0.5253857374191284,0.0448254123330116,2033.9526729071436,1637.1647732859817,3715.567276062753,0.2896436930668016,431.0518798828125,52.56703186035156,3.823662042617798,7.256437301635742,9.385379791259766,-3.784667015075684,7.161553382873535,4.47835111618042,8.17636775970459,2.415841817855835,5.173135280609131,3.651137113571167,4.86046028137207,0.4628220200538635,0.0116959847509861,-0.1175292804837226,-0.0551166385412216,-0.0569491647183895,0.0013614719500765,-0.0323547683656215,-0.017154823988676,-0.0307136699557304,-0.0623471550643444,-0.0197091493755579,-0.0159966815263032,0.0271797496825456,-0.2852835953235626,0.0447181724011898,0.0545896552503109,0.0290329065173864,0.0480065643787384,0.0298851635307073,0.0041306787170469,0.0429350659251213,0.0283634252846241,0.0387769676744937,0.0303610209375619,0.0512501969933509,0.0638909786939621,TB
/home/abhijeet/Desktop/extracted/20210630/loK2K444HrZUD8Plzr6q3i8y4Xg1/cough-heavy,0.5712091326713562,0.0413854494690895,2294.375712925712,1698.95534906355,4093.7641344572367,0.2474300986842105,483.0638427734375,54.38302230834961,-1.5420539379119873,5.911380290985107,4.608444690704346,-0.9177591800689696,3.6371781826019287,-0.5448861122131348,5.341521739959717,3.476921796798706,2.88559889793396,1.5188419818878174,5.602445602416992,-4.633946895599365,-0.5134708285331726,0.8825579881668091,0.2505607903003692,-0.0074577978812158,0.1851755231618881,0.3695013523101806,0.0163358002901077,0.136642038822174,-0.2143713533878326,0.0263674929738044,-0.1177600175142288,-0.0687885805964469,2.335267782211304,0.3521403968334198,0.1553005427122116,0.0656170397996902,0.0145555902272462,-0.2629614174365997,-0.1335806995630264,0.0678854808211326,0.1257416009902954,-0.0429134219884872,-0.142626941204071,-0.0408190079033374,0.02335768006742,TB
/home/abhijeet/Desktop/extracted/20210630/rjCqyoFoReUh6bjdZ7DTaRZLpt13/cough-heavy,0.562188446521759,0.0603881552815437,2065.8004482385,1640.5060131248852,3839.782455119681,0.1892115816156915,468.5858459472656,62.510868072509766,-2.965831756591797,3.597906827926636,4.149604797363281,0.4828093647956848,6.27217960357666,-0.1313662081956863,3.0881032943725586,2.3874430656433105,7.553854465484619,4.281919002532959,2.6661360263824463,0.3006355464458465,-0.2586546838283539,-0.0250355843454599,-0.1924658268690109,-0.0728092938661575,-0.0820244699716568,0.0481883808970451,-0.0673560872673988,0.0386395752429962,-0.0122190862894058,0.0048691732808947,-0.0304524134844541,-0.0518480986356735,-0.4181427359580993,0.0696469247341156,0.0729121640324592,-0.0583211816847324,0.0446876250207424,0.0191762652248144,0.0194319952279329,-0.0101242614910006,0.0150141641497612,0.0232627186924219,0.064683549106121,0.0462123677134513,0.0373402908444404,TB
/home/abhijeet/Desktop/extracted/20210630/OaOT17qcMJhtsIymSrSJh12d4iE2/cough-heavy,0.5005089640617371,0.0755668506026268,1716.293389971821,1564.6401157864416,3195.5751953125,0.2134114583333333,487.87835693359375,65.4083251953125,-0.4060359597206116,0.3158330023288727,6.06517219543457,6.376158237457275,9.86525535583496,-1.8377819061279297,-3.21630859375,-3.268362283706665,2.604565143585205,0.4388313591480255,2.7118608951568604,0.0664435252547264,-0.2779422402381897,0.0743020847439765,-0.2079590260982513,0.014419712126255,-0.1419273912906646,0.0495289899408817,-0.0804968029260635,0.0970889553427696,-0.0854651108384132,0.0218694787472486,-0.0528849922120571,-0.0027908945921808,-0.3981554210186004,0.07720747590065,0.0981593579053878,0.0220674127340316,0.071221999824047,0.0451670549809932,0.0341076478362083,0.0307270865887403,0.0956009700894355,0.061256181448698,0.0570394732058048,0.0605862736701965,0.0719489306211471,TB
/home/abhijeet/Desktop/extracted/20210630/139P5XQHCAPJlxTo53QLd6FviL82/cough-heavy,0.4256515204906463,0.0784748047590255,1640.4925412472387,1375.5611227684033,2979.7026036149364,0.1770185050317796,505.238525390625,61.72719955444336,-5.285006999969482,5.443038463592529,1.3574029207229614,-0.6752263903617859,0.6063494682312012,-8.086603164672852,-4.206236362457275,4.624904155731201,3.9090871810913086,0.3523113429546356,4.4233903884887695,-0.1178354993462562,-0.0719796121120452,0.055358201265335,-0.2938819825649261,-0.180236279964447,-0.1341288387775421,0.0322512611746788,-0.0652586072683334,-0.0106144035235047,-0.0978316515684127,0.0171215161681175,-0.0027681831270456,0.0541323609650135,-0.8378691077232361,0.1315602660179138,0.2302181273698806,0.1256328225135803,0.1930404156446457,0.1411928683519363,0.096407450735569,0.1174427419900894,0.1352779269218444,0.0745086595416069,0.01965500600636,0.0574086606502532,0.1025566458702087,TB
/home/abhijeet/Desktop/extracted/20210630/NVzhTN4CXebH2lQVFkBTyl6ue5h2/cough-heavy,0.590315043926239,0.0241968594491481,2176.4384276452124,1766.808001190774,4017.667129664745,0.2568311969053398,474.73089599609375,60.67943954467773,5.760285377502441,10.226316452026367,9.973381996154783,-1.825956344604492,7.074109554290772,0.3278791308403015,1.5418354272842407,-0.1497576385736465,5.117766857147217,1.0306150913238523,3.2892658710479736,0.2586224675178528,-0.1090156137943267,-0.0445683896541595,-0.2600253820419311,-0.0339719057083129,-0.0789342895150184,-0.0325860604643821,-0.0259057749062776,0.093468889594078,0.0395677685737609,0.0499249100685119,-0.0424403771758079,-0.0527470894157886,-0.3854299783706665,0.0100797237828373,0.0651326701045036,0.0154273519292473,0.0355244874954223,0.0065662316046655,0.078679159283638,0.0304268486797809,0.0334909297525882,0.0074421945028007,0.0065777716226875,0.0083170309662818,0.0540974177420139,TB
/home/abhijeet/Desktop/extracted/20210630/reAwzcyQUkglluwsQnjzUymZ3f02/cough-heavy,0.4886158406734466,0.047864519059658,2125.869181175972,1850.2633258424207,4106.485610410392,0.2721520849021084,476.23583984375,58.436283111572266,3.347496032714844,9.809196472167969,8.718620300292969,-1.2174347639083862,3.868619918823242,-2.7556252479553223,4.19179630279541,1.3906259536743164,-0.1305970400571823,-1.6656911373138428,3.6391561031341553,-0.8621501922607422,-0.5891016721725464,0.151865467429161,-0.266970545053482,0.3059472143650055,-0.1718163788318634,0.1836315989494323,-0.2470522671937942,0.1092593073844909,-0.0761581137776374,0.079069085419178,-0.0487008839845657,0.1736785024404525,-0.2010454684495926,0.1447942852973938,0.108374997973442,0.0625530555844307,0.0502426661550998,0.0349243767559528,-0.0850014314055442,0.004611812531948,0.000201470873435,0.0082106729969382,0.0374268293380737,0.0878719687461853,-0.0097216255962848,TB
/home/abhijeet/Desktop/extracted/20210630/Wf3XAwvqB8MQ8nmMdSqJKNtY6343/cough-heavy,0.4025596678256988,0.0780428946018219,2884.544877735166,1951.807438771987,5307.431458089954,0.2132465683411215,511.9774169921875,28.139841079711918,-3.73370099067688,13.975048065185549,8.354459762573242,16.204957962036133,-3.4677865505218506,-4.273672103881836,7.017031669616699,4.2220659255981445,0.0595267601311206,-4.484241008758545,-0.6202667355537415,-0.3149307072162628,-0.3681590557098388,0.3325612545013428,-0.2061670124530792,-0.2458017468452453,0.1476469337940216,0.0791858583688736,-0.3392218947410583,-0.2896661460399627,-0.3739326596260071,-0.1147296130657196,-0.0757467448711395,-0.358033537864685,-0.8038913607597351,0.3766395449638366,0.3131086230278015,0.1895792931318283,0.0437339842319488,-0.0358869694173336,0.1617956161499023,-0.1568468660116195,-0.0527357272803783,0.0030696315225213,-0.0316278561949729,0.2714945375919342,0.0298584718257188,TB
